Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
29,144,10,1,4,39,2,2,2,8268,11866,1,14,3,1,2,7,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
35,1296,5,4,3,62,3,3,2,8095,18264,0,13,3,4,0,17,5,3,16,6,0,13,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,0
23,1309,26,1,3,83,3,1,4,2904,16092,1,12,3,3,2,4,2,2,4,2,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
41,483,6,3,4,95,2,2,2,6032,10110,6,15,3,4,0,8,3,3,5,4,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,0
47,1309,4,1,2,99,3,2,3,2976,25751,3,19,3,1,0,5,3,3,0,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0
42,810,23,5,1,44,3,4,4,15992,15901,2,14,3,2,0,16,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
29,746,2,3,4,61,3,2,3,4649,16928,1,14,3,1,1,4,3,2,4,3,0,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
42,544,2,1,3,52,3,1,3,2696,24017,0,11,3,3,1,4,5,3,3,2,1,0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,0
32,1062,2,3,3,75,3,1,2,2370,3956,1,13,3,3,1,8,4,3,8,0,0,7,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
48,530,29,1,1,91,3,3,3,12504,23978,3,21,4,2,1,15,3,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
37,1319,6,3,3,51,4,2,1,5974,17001,4,13,3,1,2,13,2,3,7,7,6,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0
30,641,25,2,4,85,3,2,3,4736,6069,7,12,3,2,1,4,2,4,2,2,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0
26,933,1,3,3,57,3,2,3,5296,20156,1,17,3,2,1,8,3,3,8,7,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
42,1332,2,4,1,98,2,2,4,6781,17078,3,23,4,2,0,14,6,3,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0
21,756,1,1,1,99,2,1,2,2174,9150,1,11,3,3,0,3,3,3,3,2,1,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,1
36,845,1,5,4,45,3,2,4,6653,15276,4,15,3,2,0,7,6,3,1,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
36,541,3,4,1,48,2,3,4,9699,7246,4,11,3,1,1,16,2,3,13,9,1,12,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
57,593,1,4,4,88,3,2,3,6755,2967,2,11,3,3,0,15,2,3,3,2,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
40,1171,10,4,4,46,4,1,3,2213,22495,3,13,3,3,1,10,3,3,7,7,1,7,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0
21,895,9,2,1,39,3,1,4,2610,2851,1,24,4,3,0,3,3,2,3,2,2,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0
33,350,5,3,4,34,3,1,3,2851,9150,1,13,3,2,0,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1
37,921,10,3,3,98,3,1,1,3452,17663,6,20,4,2,1,17,3,3,5,4,0,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
46,1144,7,4,3,30,3,2,3,5258,16044,2,14,3,3,0,7,2,4,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
41,143,4,3,1,56,3,2,2,9355,9558,1,18,3,3,0,8,5,3,8,7,7,7,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1
50,1046,10,3,4,100,2,3,4,10496,2755,6,15,3,4,0,20,2,3,4,3,1,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,0
40,575,22,2,3,68,2,2,3,6380,6110,2,12,3,1,2,8,6,3,6,4,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,1
31,408,9,4,3,42,2,1,2,2657,7551,0,16,3,4,0,3,5,3,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0
21,156,12,3,3,90,4,1,2,2716,25422,1,15,3,4,0,1,0,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
29,1283,23,3,4,54,3,1,4,2201,18168,9,16,3,4,0,6,4,3,3,2,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
35,755,9,4,3,97,2,2,2,6540,19394,9,19,3,3,0,10,5,3,1,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
27,1469,1,2,4,82,3,1,2,3816,17881,1,11,3,2,1,5,2,3,5,2,0,4,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
28,304,9,4,2,92,3,2,4,5253,20750,1,16,3,4,0,7,1,3,7,5,0,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
49,1261,7,3,2,31,2,3,3,10965,12066,8,24,4,3,0,26,2,3,5,2,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0
51,1178,14,2,3,87,3,2,4,4936,14862,4,11,3,3,1,18,2,2,7,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
36,329,2,3,4,96,3,1,3,2543,11868,4,13,3,2,1,6,3,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
34,1362,19,3,1,67,4,2,4,5304,4652,8,13,3,2,0,9,3,2,5,2,0,4,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,1
55,1311,2,3,3,97,3,4,4,16659,23258,2,13,3,3,0,30,2,3,5,4,1,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0
24,1371,10,4,4,77,3,2,3,4260,5915,1,12,3,4,1,5,2,4,5,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
30,202,2,1,3,72,3,1,2,2476,17434,1,18,3,1,1,1,3,3,1,0,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,0
26,575,3,1,3,73,3,1,1,3102,6582,0,22,4,3,0,7,2,3,6,4,0,4,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,1
22,253,11,3,1,43,3,1,2,2244,24440,1,13,3,4,1,2,1,3,2,1,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
36,164,2,2,2,61,2,3,3,7596,3809,1,13,3,2,2,10,2,3,10,9,9,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
30,464,4,3,3,40,3,1,4,2285,3427,9,23,4,3,0,3,4,3,1,0,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,1
37,1107,14,3,4,95,3,1,1,3034,26914,1,12,3,3,1,18,2,2,18,7,12,17,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
40,759,2,2,4,46,3,2,2,5715,22553,7,12,3,3,2,8,5,3,5,4,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
42,201,1,4,2,95,3,1,1,2576,20490,3,16,3,2,1,8,5,3,5,2,1,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
37,1305,10,4,3,49,3,2,2,4197,21123,2,12,3,4,0,18,2,2,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,0
43,982,12,3,1,59,2,4,2,14336,4345,1,11,3,3,1,25,3,3,25,10,3,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
40,555,2,3,2,78,2,2,3,3448,13436,6,22,4,2,1,20,3,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
54,821,5,2,1,86,3,5,1,19406,8509,4,11,3,3,1,24,4,2,4,2,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
34,1381,4,4,3,72,3,2,3,6538,12740,9,15,3,1,1,6,3,3,3,2,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
31,480,7,2,2,31,3,2,1,4306,4156,1,12,3,2,1,13,5,1,13,10,3,12,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
43,313,21,3,4,61,3,1,4,2258,15238,7,20,4,1,1,8,1,3,3,2,1,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0
43,1473,8,4,3,74,3,2,3,4522,2227,4,14,3,4,0,8,3,3,5,2,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
25,891,4,2,2,99,2,2,4,4487,12090,1,11,3,2,0,5,3,3,5,4,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0
37,1063,25,5,2,72,3,2,3,4449,23866,3,15,3,1,2,15,2,3,13,11,10,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0
31,329,1,2,4,98,2,1,1,2218,16193,1,12,3,3,1,4,3,3,4,2,3,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0
39,1218,1,1,2,52,3,5,3,19197,8213,1,14,3,3,1,21,3,3,21,8,1,6,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0
56,906,6,3,3,86,4,4,1,13212,18256,9,11,3,4,3,36,0,2,7,7,7,7,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
30,1082,12,3,2,83,3,2,3,6577,19558,0,11,3,2,0,6,6,3,5,4,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0
41,645,1,3,2,49,4,3,1,8392,19566,1,16,3,3,1,10,2,3,10,7,0,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
28,1300,17,2,3,79,3,2,1,4558,13535,1,12,3,4,1,10,2,3,10,0,1,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0
25,688,3,3,1,91,3,1,1,4031,9396,5,13,3,3,1,6,5,3,2,2,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1
52,319,3,3,4,39,2,3,3,7969,19609,2,14,3,3,0,28,4,3,5,4,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0
45,192,10,2,1,69,3,1,4,2654,9655,3,21,4,4,2,8,3,2,2,2,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0
52,1490,4,2,4,30,3,4,4,16555,10310,2,13,3,4,0,31,2,1,5,2,1,4,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
42,532,29,2,1,92,3,2,3,4556,12932,2,11,3,2,1,19,3,3,5,4,0,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
30,317,2,3,3,43,1,2,4,6091,24793,2,20,4,3,0,11,2,3,5,4,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
60,422,7,3,1,41,3,5,1,19566,3854,5,11,3,4,0,33,5,1,29,8,11,10,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
46,1485,18,3,3,87,3,2,3,4810,26314,2,14,3,3,1,19,5,2,10,7,0,8,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
42,1368,28,4,4,88,2,2,4,4523,4386,0,11,3,4,3,7,4,4,6,5,0,4,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
24,1448,1,1,1,62,3,1,2,3202,21972,1,16,3,2,0,6,4,3,5,3,1,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,1
34,296,6,2,4,33,1,1,3,2351,12253,0,16,3,4,1,3,3,2,2,2,1,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
38,1490,2,2,4,42,3,1,4,1702,12106,1,23,4,3,1,1,3,3,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0
40,1398,2,4,3,79,3,5,3,18041,13022,0,14,3,4,0,21,2,3,20,15,1,12,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
26,1349,23,3,1,90,3,1,4,2886,3032,1,22,4,2,2,3,3,1,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
30,1400,3,3,3,53,3,1,4,2097,16734,4,15,3,3,1,9,3,1,5,3,1,4,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0
29,986,3,4,2,93,2,3,3,11935,21526,1,18,3,3,0,10,2,3,10,2,0,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
29,408,25,5,3,71,2,1,2,2546,18300,5,16,3,2,0,6,2,4,2,2,1,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1
19,489,2,2,1,52,2,1,4,2564,18437,1,12,3,3,0,1,3,4,1,0,0,0,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,1
30,1398,22,4,3,69,3,3,1,8412,2890,0,11,3,3,0,10,3,3,9,8,7,8,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0
57,210,29,3,1,56,2,4,4,14118,22102,3,12,3,3,1,32,3,2,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0
50,1099,29,4,2,88,2,4,3,17046,9314,0,15,3,2,1,28,2,3,27,10,15,7,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0
30,1116,2,3,3,49,3,1,4,2564,7181,0,14,3,3,0,12,2,2,11,7,6,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
60,1499,28,3,3,80,2,3,1,10266,2845,4,19,3,4,0,22,5,4,18,13,13,11,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
47,983,2,2,1,65,3,2,4,5070,7389,5,13,3,3,3,20,2,3,5,0,0,4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
46,1009,2,3,1,51,3,4,3,17861,2288,6,13,3,3,0,26,2,1,3,2,0,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
35,144,22,3,4,46,1,1,3,4230,19225,0,15,3,3,0,6,2,3,5,4,4,3,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0
54,548,8,4,3,42,3,2,3,3780,23428,7,11,3,3,0,19,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
34,1303,2,4,4,62,2,1,3,2768,8416,3,12,3,3,1,14,3,3,7,3,5,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
46,1125,10,3,3,94,2,3,4,9071,11563,2,19,3,3,1,15,3,3,3,2,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0
31,1274,9,1,3,33,3,3,2,10648,14394,1,25,4,4,1,13,6,4,13,8,0,8,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
33,1277,15,1,2,56,3,3,3,13610,24619,7,12,3,4,0,15,2,4,7,6,7,7,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,1
33,587,10,1,1,38,1,1,4,3408,6705,7,13,3,1,3,8,2,3,4,3,1,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1
30,413,7,1,4,57,3,1,2,2983,18398,0,14,3,1,0,4,3,3,3,2,1,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0
35,1276,16,3,4,72,3,3,3,7632,14295,4,12,3,3,0,10,2,3,8,7,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0
31,534,20,3,1,66,3,3,3,9824,22908,3,12,3,1,0,12,2,3,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
34,988,23,3,2,43,3,3,1,9950,11533,9,15,3,3,3,11,2,3,3,2,0,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
42,1474,5,2,2,97,3,1,3,2093,9260,4,17,3,4,1,8,4,3,2,2,2,0,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0
36,635,10,4,2,32,3,3,4,9980,15318,1,14,3,4,0,10,3,2,10,3,9,7,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
22,1368,4,1,3,99,2,1,3,3894,9129,5,16,3,3,0,4,3,3,2,2,1,2,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,1
48,163,2,5,2,37,3,2,4,4051,19658,2,14,3,1,1,14,2,3,9,7,6,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
55,1117,18,5,1,83,3,4,2,16835,9873,3,23,4,4,0,37,2,3,10,9,7,7,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
41,267,10,2,4,56,3,2,4,6230,13430,7,14,3,4,0,16,3,3,14,3,1,10,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
35,619,1,3,2,85,3,2,3,4717,18659,9,11,3,3,0,15,2,3,11,9,6,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
40,302,6,3,2,75,3,4,3,13237,20364,7,15,3,3,0,22,3,3,20,6,5,13,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
39,443,8,1,3,48,3,1,3,3755,17872,1,11,3,1,1,8,3,3,8,3,0,7,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
31,828,2,1,2,77,3,2,4,6582,8346,4,13,3,3,0,10,2,4,6,5,0,5,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0
42,319,24,3,4,56,3,3,1,7406,6950,1,21,4,4,1,10,5,2,10,9,5,8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0
45,561,2,3,4,61,3,2,2,4805,16177,0,19,3,2,1,9,3,4,8,7,3,7,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0
26,426,17,4,2,58,3,1,3,2741,22808,0,11,3,2,1,8,2,2,7,7,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1
29,232,19,3,4,34,3,2,4,4262,22645,4,12,3,2,2,8,2,4,3,2,1,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,0
33,922,1,5,1,95,4,4,3,16184,22578,4,19,3,3,1,10,2,3,6,1,0,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
31,688,7,3,3,44,2,3,4,11557,25291,9,21,4,3,1,10,3,2,5,4,0,1,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0
18,1306,5,3,2,69,3,1,2,1878,8059,1,14,3,4,0,0,3,3,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,1
40,1094,28,3,3,58,1,3,1,10932,11373,3,15,3,3,1,20,2,3,1,0,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0
41,509,2,4,1,62,2,2,3,6811,2112,2,17,3,1,0,10,3,3,8,7,0,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0
26,775,29,2,1,45,3,2,3,4306,4267,5,12,3,1,2,8,5,3,0,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
35,195,1,3,1,80,3,2,3,4859,6698,1,16,3,4,0,5,3,3,5,4,0,3,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
34,258,21,4,4,74,4,2,4,5337,19921,1,12,3,4,0,10,3,3,10,7,5,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
26,471,24,3,3,66,1,1,4,2340,23213,1,18,3,2,0,1,3,1,1,0,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,1
37,799,1,3,2,59,3,3,4,7491,23848,4,17,3,4,0,12,3,4,6,5,1,2,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
46,1034,18,1,1,86,3,3,3,10527,8984,5,11,3,4,0,28,3,2,2,2,1,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
41,1276,2,5,2,91,3,4,1,16595,5626,7,16,3,2,1,22,2,3,18,16,11,8,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
37,142,9,4,1,69,3,3,2,8834,24666,1,13,3,4,1,9,6,3,9,5,7,7,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
52,956,6,2,4,78,3,2,1,5577,22087,3,12,3,2,2,18,3,3,10,9,6,9,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,0
32,1474,11,4,4,60,4,2,3,4707,23914,8,12,3,4,0,6,2,3,4,2,1,2,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,1
24,535,24,3,4,38,3,1,4,2400,5530,0,13,3,3,2,3,3,3,2,2,2,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0
38,1495,10,3,3,76,3,2,3,9824,22174,3,19,3,3,1,18,4,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
37,446,1,4,2,65,3,2,2,6447,15701,6,12,3,2,1,8,2,2,6,5,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
49,1245,18,4,4,58,2,5,3,19502,2125,1,17,3,3,1,31,5,3,31,9,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
24,691,23,3,2,89,4,1,4,2725,21630,1,11,3,2,2,6,3,3,6,5,1,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0
26,703,28,2,1,66,3,2,2,6272,7428,1,20,4,4,2,6,5,4,5,3,1,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
24,823,17,2,4,94,2,1,2,2127,9100,1,21,4,4,1,1,2,3,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0
50,1246,3,3,1,99,3,5,2,18200,7999,1,11,3,3,1,32,2,3,32,5,10,7,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0
25,622,13,1,2,40,3,1,3,2096,26376,1,11,3,3,0,7,1,3,7,4,0,6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0
24,1287,7,3,1,55,3,1,3,2886,14168,1,16,3,4,1,6,4,3,6,3,1,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,1
30,448,12,4,2,74,2,1,1,2033,14470,1,18,3,3,1,1,2,4,1,0,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,1
34,254,1,2,2,83,2,1,4,3622,22794,1,13,3,4,1,6,3,3,6,5,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0
31,1365,13,4,2,46,3,2,1,4233,11512,2,17,3,3,0,9,2,1,3,1,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
35,538,25,2,1,54,2,2,4,3681,14004,4,14,3,4,0,9,3,3,3,2,0,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,0
31,525,6,4,1,66,4,2,4,5460,6219,4,22,4,4,2,13,4,4,7,7,5,7,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
27,798,6,4,1,66,2,1,3,2187,5013,0,12,3,3,2,6,5,2,5,3,0,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
37,558,2,3,4,75,3,2,3,9602,3010,4,11,3,3,1,17,3,2,3,0,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0
20,959,1,3,4,83,2,1,2,2836,11757,1,13,3,4,0,1,0,4,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
42,622,2,4,3,81,3,2,4,4089,5718,1,13,3,2,2,10,4,3,10,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
